timestamp_utc,run_id,reg_rmse,reg_mae,reg_r2,clf_accuracy,clf_f1,clf_roc_auc,rec_accuracy,reg_model_path,clf_model_path,rec_model_path,metadata_path,notes
2025-12-17T19:49:05.369057Z,07a58905-1c08-46cd-a159-dd3a29c6c482,0.5294835888583439,0.36209939179544465,,0.8608266617017315,0.881649778340722,0.9506516555275131,0.7077825358406256,/Users/faisalimran/Desktop/ML_PROJ/smogguard_pk/models/production/regressor.pkl,/Users/faisalimran/Desktop/ML_PROJ/smogguard_pk/models/production/classifier.pkl,/Users/faisalimran/Desktop/ML_PROJ/smogguard_pk/models/production/recommender.pkl,/Users/faisalimran/Desktop/ML_PROJ/smogguard_pk/models/production/model_metadata.json,automated Prefect training flow
